9355|6479|1385|3991|3956|7821330|9534|7239|3875|7952|7357|1459|5880|15|3675|97|271|2885|4830|3426|804|9688|0.5|0.5|0.5|5579|7764|1655|6059|4689|6981|2516|69|4319|3756|8341|804|8277|5250|9792|5574|2837|6865|8349|4593|3294|9846|4079|8748|3133|7304|3247|2533|8452|1565|4852|5640|1464
3080|2772|38|6137|9606|3829982|2336|482|2400|2758|9694|9630|5986|4|3887|9102|8991|5081|2382|3728|2384|6239|0.5|0.5|0.5|1880|294|3861|4808|8987|7013|8791|1022|1082|966|6814|3113|1273|1110|8408|7462|2507|1299|1060|5206|6204|4443|8587|6617|219|331|9001|4139|4690|5702|747|9902|731
890|6511|5672|851|1471|4009311|4454|137|8643|1457|7985|6713|7083|15|7156|6724|2839|8911|3218|3953|9983|4764|0.5|0.5|0.5|214|268|8871|2346|7427|51|918|5367|5528|4123|1771|1578|9292|1201|7061|8129|5488|726|562|2161|5202|4232|7075|3787|4866|415|2714|9168|485|5629|476|5938|642
4064|3784|3484|735|7121|3432018|8316|4842|721|4182|4359|7764|7075|20|3011|3879|2064|7138|6586|7403|4822|4233|0.5|0.5|0.5|4087|1171|6612|7588|3238|1795|344|3209|1468|6328|6388|7816|5684|6758|4082|694|1958|4876|1187|7662|3282|6918|9530|8844|5806|746|780|6151|5633|6897|5219|3514|8746
5250|3981|7524|3559|678|1835258|4793|1166|3839|1156|4330|7972|7919|0|2569|9871|6241|8645|8828|742|4901|6820|0.5|0.5|0.5|9349|2528|2420|2617|9107|1212|9778|396|347|9188|3394|9358|3806|6132|8201|3938|4228|6297|9837|8188|3761|3162|8956|9753|6947|9385|4755|3739|6924|7419|3767|7836|4446
1644|8970|4134|1225|9111|2233181|5952|1204|4622|6563|710|9082|327|9|182|7083|5942|2416|3314|3549|778|6043|0.5|0.5|0.5|2870|9379|4885|8892|459|7006|6150|760|7057|5808|322|6191|8380|9176|8057|9932|1884|4323|768|1545|9462|9981|2027|6883|8141|946|4653|5210|2646|5767|7533|4994|1662
9663|8526|8563|8250|7464|481136|8209|6088|1844|5678|3800|9688|5593|21|662|9726|6446|4320|4075|9222|4896|8466|0.5|0.5|0.5|5493|4878|4345|6399|1750|1265|5106|67|371|2924|9431|8599|5881|7268|4681|9139|2204|740|8605|2238|9077|3959|299|5427|4780|3621|8587|5980|6759|897|8509|8195|7651
3378|9969|662|4317|2789|7087830|8398|8136|9300|7751|2215|8442|8214|19|6313|2127|1815|8660|7702|4598|5820|2316|0.5|0.5|0.5|8512|5334|1422|949|8541|5495|8242|9464|6289|5267|3703|3833|5597|3239|5324|1904|5404|8895|9630|4588|1725|2575|7524|4199|8283|4216|8250|7564|3665|5862|8884|1602|4031
2364|205|5203|300|4926|8980706|810|8152|3973|4248|8451|1087|5726|14|7091|3219|6757|2454|9170|7383|6988|6723|0.5|0.5|0.5|4443|5549|3913|8168|9039|2009|4895|1433|6510|4250|6620|796|2588|5700|8710|1521|1360|2562|2279|7529|3314|1550|6512|1738|9824|4350|3961|8102|204|7534|9076|3759|4943
1201|6148|3859|9692|3034|9281847|5355|944|5260|4855|8923|3541|7817|16|6809|5690|5287|2974|9617|5511|9684|6798|0.5|0.5|0.5|392|5468|8132|2575|6486|8598|2057|2319|2761|12|5346|8506|7772|2091|4979|1839|8231|9658|5303|3794|7294|1042|1512|4754|7374|831|6806|478|7999|3980|5704|7286|2764
1128|590|7858|9359|9782|130300|6898|2440|9575|9428|3620|522|8376|5|1857|6808|8513|5126|8674|7144|374|5909|0.5|0.5|0.5|3635|4686|3102|4768|5383|2752|9479|5903|5541|6262|7814|7847|1759|9001|5123|6555|5704|6062|9680|703|2121|1858|4324|3397|9528|8029|3339|9958|9552|5100|9020|3238|542
5896|119|6820|5634|5946|5251593|2153|3900|3334|3279|9469|6876|8020|10|8678|1487|4103|5671|5168|1352|323|4656|0.5|0.5|0.5|5149|2439|3681|9030|6761|6127|1413|6258|8299|5021|201|1024|9374|6296|6834|2342|4749|7812|8266|825|5001|20|8075|9820|2667|4729|9893|4553|1756|728|2455|1295|1174
2655|5781|5870|769|8436|215267|8906|9049|903|5276|614|2777|2359|8|4154|3064|1589|3700|1164|7397|7247|5414|0.5|0.5|0.5|3807|7188|6773|5790|8456|625|1628|2281|8847|1207|3032|557|2139|1370|6678|6358|4391|2051|585|3874|8585|9406|4488|5012|6838|4181|237|6193|4238|5741|8721|4419|7304
1458|7383|5817|7999|6483|3578240|5445|7932|9257|1225|4369|1924|1428|9|3841|1770|6327|459|6180|5635|7662|5855|0.5|0.5|0.5|3896|2932|9254|2277|119|3780|289|654|3890|6163|8116|9823|6833|9452|7004|3763|5692|2011|5155|2277|3427|3900|1378|4934|7388|8241|1423|4301|1790|9280|1781|6830|6624
9797|6687|3450|7308|8839|5763472|8734|2824|7240|8384|8539|5526|1169|6|8715|9647|8980|9391|1749|289|6979|2871|0.5|0.5|0.5|9306|3160|6926|6122|8669|6259|5999|8160|5690|1715|9240|8420|7719|9655|267|2768|5738|4489|9252|5919|2699|2417|7008|7749|2688|5675|158|4727|2837|9789|4750|4378|5810
1373|4457|5032|1449|774|4639793|6606|9965|8413|8040|8568|5913|6188|8|2785|9503|1244|3367|6616|4554|2464|1781|0.5|0.5|0.5|4355|7940|1085|5280|8252|4873|4648|3826|3944|8244|2106|4541|8517|5914|9510|8547|4234|993|2702|4507|514|1586|3289|1191|8647|6064|2851|837|128|6977|7467|3316|239
4657|6433|3943|5402|6288|2293218|2445|1299|1773|4432|2642|7748|5740|20|4431|6058|1702|4787|2618|3425|8464|2341|0.5|0.5|0.5|4460|5073|5984|1858|6299|5150|8758|8380|6351|1784|6431|2104|7157|8533|3130|3341|2676|757|6885|696|8843|1365|2130|1062|1920|7789|9897|8027|3461|6506|3820|4774|3314
7216|2431|4452|9152|3822|2839860|4720|783|5176|5217|556|7436|7954|4|7183|2624|1827|3476|45|6087|4235|2762|0.5|0.5|0.5|1670|4257|3949|1855|5974|5032|597|8824|8139|625|8863|4294|2461|4958|272|9319|1618|3014|7141|6498|3094|3603|2267|8140|536|1620|9018|5715|3661|399|416|2355|5893
4012|5650|9862|5325|2460|2746042|2047|9221|2767|6412|728|4036|2409|14|893|479|2493|4114|5830|4515|1599|7530|0.5|0.5|0.5|5075|4594|4984|5466|8063|1603|2432|1659|2711|5640|9474|4720|7060|3948|7642|1602|480|534|8832|2795|1009|5875|9114|817|8947|8501|74|9849|31|4394|6642|5659|5571
5052|7691|1204|8237|3938|6279535|8518|9871|9350|3678|1495|4055|3518|9|4707|9858|5193|3508|89|5326|4828|6896|0.5|0.5|0.5|267|2846|9465|1809|9913|6329|1082|76|487|6206|4229|3905|6888|3564|8327|189|7963|3793|412|1331|9288|1631|6003|7226|3022|2817|2661|492|8711|8832|2367|5259|3534
5144|2744|1975|2148|465|533367|7799|7916|3923|3209|7800|5988|1708|20|9062|8359|9778|245|4103|1108|324|3452|0.5|0.5|0.5|7122|8431|4997|341|9132|6401|431|3195|516|3212|7631|2279|1208|3406|8358|3085|7681|2698|8745|7596|4945|1338|5942|7107|4364|5592|3854|4161|625|3795|4591|4990|2137
7582|4518|3769|2069|6656|6442733|1556|5548|5893|6540|1668|6351|4403|5|6431|3192|4476|234|3330|7467|9487|8569|0.5|0.5|0.5|6359|7768|6287|6189|8212|3148|8087|4537|2263|4360|2698|1147|944|1189|787|6110|2009|7252|4547|3780|8163|1765|394|9647|574|1425|2990|4536|3512|4733|9218|2317|7804
4042|6046|9718|3771|1541|4483035|7474|1649|2709|1337|7641|2384|3005|0|6199|1013|8723|7575|8338|8434|3190|1961|0.5|0.5|0.5|625|2864|7476|7472|4279|4206|1253|3105|277|552|7113|6331|6826|6695|993|9310|3975|8840|7843|1416|6886|5318|1890|7993|7093|5535|2680|1480|309|6909|7649|1093|4458
7510|6499|5116|8031|4270|6815613|7556|7038|5987|9438|9665|8193|7860|9|1205|5872|6336|3931|9541|7583|2592|8343|0.5|0.5|0.5|2231|881|1871|8792|5557|3802|1167|2617|1103|7001|5908|1508|675|2160|8971|1904|1862|9154|5401|4278|6051|1043|3884|4259|4562|1213|6869|4927|6879|1853|6162|794|2765
1975|1894|5396|6860|4335|4395228|2185|9033|6940|1987|2776|1960|5428|7|2973|6145|283|3448|7507|3707|6447|4833|0.5|0.5|0.5|3479|4016|3809|5613|337|8706|607|9986|871|4559|7131|9728|2795|6364|1148|3245|7416|5095|4980|9994|1158|5855|6450|6717|4040|1778|6100|7074|3790|9561|5324|776|4525
5158|5125|6614|6345|1249|8194450|9115|4889|2887|8813|5300|7781|3954|12|947|6403|9170|755|9305|9196|8872|8721|0.5|0.5|0.5|8328|3213|8439|5914|7357|5669|5538|9472|3631|439|3251|5121|3950|7857|1753|2353|5365|365|684|2180|5194|3026|3416|4361|863|8263|3314|9470|4749|6069|4975|7371|9269
4499|7879|8030|5117|2941|5379572|3019|2540|8274|6316|2816|973|4999|8|7016|1367|2467|6971|731|8288|2975|2322|0.5|0.5|0.5|5103|7970|8920|7441|9173|6169|6867|9233|3698|4974|1240|5785|2894|7004|6878|9518|409|8680|2397|9111|3096|507|1088|9363|2632|2079|2160|798|2070|9506|7932|7372|9865
3035|4011|2550|9203|7770|4923799|5350|2816|6439|36|1131|3933|5194|12|4464|4497|9121|4492|4893|6749|3244|6290|0.5|0.5|0.5|2292|9813|5091|9280|7237|1315|2928|2055|5871|4712|3178|8480|7425|7767|7484|7374|7326|1109|9562|2428|8775|8690|5936|3253|1163|2543|8582|4699|3898|5472|7920|4016|6672
9891|7697|7838|8775|2008|6678608|9809|3090|4385|8977|3037|1179|1761|11|643|9388|3077|207|4419|8172|2276|6968|0.5|0.5|0.5|6106|7907|7228|4412|5117|4473|3429|2034|6505|333|5166|9138|7835|2551|4324|464|2025|9949|7669|4058|7378|7110|4008|4816|5488|3068|3768|9826|5180|2862|6426|2375|2310
4104|2753|4700|3521|8399|5779397|5753|589|1175|7534|8196|4547|54|8|2692|13|8401|539|5293|8947|5661|8531|0.5|0.5|0.5|1760|9496|5412|3300|5591|5452|8935|2515|5915|7740|5507|2004|623|7965|4477|5396|8975|7949|7990|6389|5282|5865|1402|7654|1566|7891|9089|4415|1751|6978|4557|9553|1767
2274|8269|6302|9268|6672|1718021|6825|8290|3818|7653|9656|267|8794|8|2689|1490|4012|9055|417|8581|8418|4892|0.5|0.5|0.5|9619|9162|7625|8515|5003|7633|9896|3121|4334|1550|4438|4064|2335|2611|8605|3930|9011|2369|9509|6819|3828|5693|152|6246|5670|3048|7771|8887|3988|7864|4333|3332|6598
3290|5003|4438|6095|4995|1367109|5092|2327|616|8890|5275|8668|1169|6|4175|6368|6146|6647|2754|8920|9207|9078|0.5|0.5|0.5|9244|7246|6295|4601|1864|9575|2830|7728|1671|5333|9763|217|861|8150|7970|2086|755|8548|7130|3205|6186|6960|7578|3418|4454|7905|2786|5098|1787|1533|491|3183|8602
7540|7693|5352|7922|5471|3386175|3095|7047|9039|5834|7439|1655|6133|0|3524|7425|1324|6294|4072|6525|5623|7281|0.5|0.5|0.5|4578|4201|3597|9083|9215|8244|436|4212|7617|9369|6040|2127|6535|8522|8270|8650|350|8539|7137|5942|6836|7034|9326|660|5328|699|4472|6897|910|4904|184|976|6916
155|2931|6050|8588|5880|7848864|2278|8099|6864|2828|823|7351|8284|24|2434|6060|6971|9186|7352|896|796|2693|0.5|0.5|0.5|6770|6374|5743|3690|905|9506|7137|4539|6419|8595|4464|9456|1438|6796|8852|6645|8663|9720|7706|5950|8204|2584|2374|8387|5658|7820|2274|8397|5459|207|8972|7366|6755
2145|4331|5910|7211|869|8251194|1797|3877|2104|7937|6041|2323|8709|8|6262|148|6498|4820|1998|8815|7653|3432|0.5|0.5|0.5|4356|7996|4174|6334|7158|1308|1473|1543|3026|4622|8078|1319|385|6904|6002|6461|6962|4646|7145|1371|6803|8284|3969|8935|9326|5027|2666|8191|7778|833|8647|480|4431
3449|2034|8647|1373|8574|4047737|8154|5524|8194|5653|5735|8798|5465|2|9441|7189|9742|1079|8701|4692|7127|2870|0.5|0.5|0.5|425|9701|4834|1649|57|5086|4671|257|1397|402|3206|3523|5736|11|8159|8734|7010|6417|1245|7140|1484|6241|3180|8904|4222|5604|8029|9642|6785|406|6740|2852|6680
1566|621|154|6165|1707|5676198|1866|467|4391|3558|4056|2521|5827|2|6452|3236|53|5323|4729|6186|8549|6443|0.5|0.5|0.5|1519|9674|193|9141|7622|9995|5381|1003|5301|9689|4492|8590|1222|7208|1058|2758|8883|1911|1552|3677|8262|5598|9648|7283|6202|9459|2651|9796|157|9005|9703|9962|9020
9076|3544|6322|9116|1126|9346807|1980|9184|459|4195|759|3517|6341|1|2676|1752|1088|4244|8090|604|1662|2489|0.5|0.5|0.5|2924|7758|4319|2566|9357|1654|6790|5539|2908|7713|233|9848|9510|4436|9597|5543|367|1813|3598|5714|8075|9772|4777|7558|5561|6261|3543|6984|2344|1774|8986|6014|864
3422|8454|5268|7225|4829|6075487|4634|6232|6173|167|4723|8161|3565|20|8518|4300|1816|5393|9918|7186|8015|9475|0.5|0.5|0.5|5339|9980|9550|5672|2229|172|8|9911|3744|7864|3661|7860|2030|1478|2440|3839|5191|3324|5530|3694|1937|815|786|2863|8211|1650|6623|2751|7554|8418|7005|7618|2251
6278|3883|7112|2671|9636|666848|4112|480|2203|5414|3094|9887|5651|4|4611|833|8993|8204|730|9991|8776|6168|0.5|0.5|0.5|2803|9655|3264|5567|5053|2308|8143|5447|1508|9705|3243|3589|1168|5599|1149|7198|7822|1835|8829|8234|1639|9345|3057|2138|3027|3008|3267|3901|2416|6659|5964|6311|4813
1022|3683|9030|4257|9207|657188|2945|6364|7841|5740|2992|7337|3989|13|9796|7612|7745|1058|5529|3409|5718|8648|0.5|0.5|0.5|496|6533|1817|935|6435|9910|3341|5854|8493|6039|1652|4104|3666|7091|7634|4383|2074|2536|460|542|1171|1646|5856|7821|9431|3649|4704|4650|2182|3620|8432|8544|1530
6059|7933|334|9646|4521|3949633|1063|9389|7234|7163|9646|8155|2461|4|5200|2134|7419|7677|8914|1850|8288|4608|0.5|0.5|0.5|4963|385|7241|9157|9358|5871|6656|3674|741|8063|1908|5111|1849|6822|1218|875|157|7608|3626|4320|5510|4103|30|1504|9155|6043|2179|8406|7475|8849|3008|3292|7877
9654|5714|768|3520|2770|6891062|5455|5236|5852|2196|3310|3641|7952|21|8610|7952|8618|3325|4161|5489|2031|3031|0.5|0.5|0.5|9878|1645|4953|8901|9438|6493|4773|3640|9416|3929|7534|9769|9360|5761|1229|9963|1568|7801|5183|8320|1907|7116|8100|9573|7473|6755|6798|6032|8125|1112|9004|1307|5297
4803|2179|8722|4995|6338|7059577|7996|1404|4171|1561|2605|2179|5958|6|4301|8946|9794|964|5692|2121|9412|2857|0.5|0.5|0.5|5173|2954|3160|725|9958|5347|2960|6108|450|2072|9647|847|8481|2319|1726|8199|153|2344|8639|5706|7923|5157|1399|5036|2301|3411|9234|5469|1478|868|9514|1183|4068
8089|9587|6144|1936|6514|4363384|8084|8628|5373|7986|2515|508|5435|10|7277|2680|3165|6052|2100|1707|155|551|0.5|0.5|0.5|413|8261|1823|8682|239|9137|8766|5564|6733|4481|3939|547|1966|3006|5612|4983|4033|1232|6654|5418|763|8088|1232|5593|5641|8641|4426|832|8238|1061|273|1230|2655
6397|7364|1353|9728|5208|5808134|8710|713|4790|7566|2445|6026|2190|11|6454|5616|8144|9909|8568|9821|8846|1701|0.5|0.5|0.5|9471|719|792|4259|3867|8541|5651|3699|9477|5648|6693|1714|5713|2054|2460|5792|6462|7004|4485|6292|9354|9193|2587|1933|8674|9937|1509|8647|7450|6736|9308|6892|2933
814|4078|4322|8122|9711|4876053|2160|8666|4153|32|7007|9157|7288|10|2884|3832|4707|5392|8031|2039|3664|5078|0.5|0.5|0.5|4369|2028|9783|5572|1491|5324|798|9502|2931|5368|3246|3576|777|750|2246|3971|1786|9407|2520|521|7628|8645|6992|8636|5360|7311|8049|806|7390|9286|1015|6413|8807
9972|201|4337|2252|1961|3740724|7559|7221|1528|460|8695|331|2666|24|4446|3827|6966|8726|8437|8354|4608|4183|0.5|0.5|0.5|3503|1696|7309|2519|1318|9134|7038|3924|2915|7124|1014|1802|2074|4906|9143|1361|6242|1078|7143|9027|9652|3250|2088|2353|2799|3316|4327|6924|1656|7456|1806|3809|1882
8684|4015|1766|403|4318|4530810|1650|78|938|7716|6418|152|1413|16|2488|5716|8368|3874|500|3454|9616|9910|0.5|0.5|0.5|4823|9567|2882|9457|3631|5027|9807|79|2790|6387|7741|32|8312|4399|6015|6780|8236|7602|4643|6971|4997|7103|377|3183|4011|3028|3392|3481|9409|4520|2764|6216|4926
2158|2801|6289|227|9704|735527|6554|5289|3501|3092|1608|4704|8353|19|3083|8750|619|6007|8324|2297|6683|1799|0.5|0.5|0.5|6191|4509|5578|5470|8316|1236|5314|4653|3948|6810|5711|870|5626|9195|6063|2710|9095|9257|2306|7765|3115|5639|3930|5808|5213|3695|2802|9064|6896|333|6562|1167|4370
5323|8332|1486|3811|5823|4867631|4426|6571|2909|2859|4394|1703|9549|3|3795|7589|3180|655|7839|6257|6554|711|0.5|0.5|0.5|5921|428|6671|4548|5268|5618|4530|4308|1188|7161|3573|8112|2056|9382|3983|8956|1987|9842|3529|1028|7768|6520|6666|9283|918|785|478|9744|2576|7146|5349|3826|6394
634|2935|7086|799|1191|5177303|3360|5429|9953|5521|5130|3026|5877|21|5048|3481|4180|9652|1410|6136|6251|5437|0.5|0.5|0.5|5502|4220|8340|8210|8968|6789|5719|5278|2939|9431|9270|3142|3898|8075|1804|6498|154|1256|9702|1181|7452|9179|2883|8957|258|8627|6822|9287|5720|7415|989|3592|4985
2882|3782|4372|5688|4245|9314099|2402|6548|6111|9721|9900|3990|4092|10|9427|8582|3637|6841|2027|1860|8769|3547|0.5|0.5|0.5|1950|7127|6282|9519|632|3081|2274|2995|7671|5477|2815|9321|7403|6472|8091|4253|4714|6255|6162|7210|5715|3026|8309|3771|4358|8429|811|3499|3986|2216|5710|3886|7024
5058|4632|325|2588|2418|8990490|3709|2995|1873|1740|7265|1013|2150|9|2673|647|5462|1407|4587|3236|5336|1408|0.5|0.5|0.5|1266|2488|9861|3024|1113|5332|8580|9232|2514|3673|7728|8329|3549|2901|7597|9715|2225|3287|2918|4905|1913|7856|2271|144|1492|3054|3234|1275|9563|8600|3051|3271|1805
3949|1876|4508|4385|1628|8058104|9840|9951|5957|2461|8877|8755|5688|6|6578|1964|2625|1243|6478|2764|1883|6631|0.5|0.5|0.5|4990|4680|9842|542|8475|1730|258|2157|5023|3331|6077|1268|2063|9910|3928|1576|385|2316|3268|7983|2570|1515|9488|8853|4201|4101|5549|3745|5796|6637|5848|6192|4198
9022|4231|265|2972|570|6598233|9424|8280|8830|332|1275|3490|2663|22|8615|5192|1469|8938|6071|3115|4374|2135|0.5|0.5|0.5|6826|5100|5682|3879|2706|2990|7780|2651|2339|3676|8789|3863|7922|9503|3953|2849|9141|2364|1801|7752|3321|4701|1681|5226|8062|1690|4569|5787|9776|4659|4632|1695|3208
4668|3454|3940|6640|1065|4468097|5161|5449|3840|3740|7019|5087|7494|10|6370|5941|4217|8104|4395|1699|422|4042|0.5|0.5|0.5|7186|9911|8440|7508|6512|5890|6807|4324|4922|6841|3375|75|4849|4565|2220|9663|8515|6974|267|6183|3721|1601|5965|7821|5761|7573|4394|7353|8850|8592|2436|5971|3091
7616|8621|1412|7298|6724|8403207|5822|6836|2061|2656|4597|8368|6435|14|926|479|1263|2045|3477|5291|6334|9167|0.5|0.5|0.5|9946|949|5002|5109|8410|4919|9162|7153|9966|8823|335|8193|7690|7829|5491|7006|8408|7534|3853|2433|7182|645|8338|7075|7804|8487|5699|5879|111|4692|767|697|5647
3090|1395|2391|152|4398|4434999|186|5847|1176|8235|3679|6170|1368|6|8129|8233|5385|3416|2302|6487|6055|843|0.5|0.5|0.5|821|7208|969|7029|2242|1751|3833|2807|4767|2253|2817|6378|4963|7870|4299|8193|8413|2618|8155|8935|5766|5524|7496|2657|5323|9981|8715|1916|7379|6548|9813|1405|3683
4669|2620|6665|7004|1607|5430434|276|9335|527|8833|6626|4997|2996|18|4039|59|5318|4832|252|6858|1843|8135|0.5|0.5|0.5|5811|453|9650|1297|3141|1615|5007|8358|2237|7700|1206|2649|1669|7961|8697|6716|9284|1116|806|5470|4132|2177|5551|1204|2279|3281|6160|9665|5593|9673|3607|9895|6996
2833|4251|9081|7661|2066|9077342|4887|8890|4182|5131|6165|7541|6576|23|6175|6132|9154|1865|4993|4495|5150|3749|0.5|0.5|0.5|8717|2031|8897|3852|3359|8122|7008|1265|4104|4868|8223|6313|9664|72|1120|1560|4217|6815|8768|311|340|2992|1177|7329|4852|7948|4989|8354|3786|759|6457|1354|6369
1460|1010|6389|9843|6648|9400120|6016|7125|1446|1659|404|8719|7117|21|119|3608|4543|9288|3603|1049|1378|6169|0.5|0.5|0.5|1346|8219|8786|6318|3478|8873|6543|8812|4258|4383|6038|8078|5793|7775|571|2708|602|1491|5709|1444|9494|5201|3529|4093|1061|6636|9769|5730|9266|2068|2019|4763|323
5238|3692|7359|7607|9261|4826151|9604|1932|7958|150|6388|3261|2408|5|3492|9566|8526|8773|514|5171|7709|7086|0.5|0.5|0.5|7605|6899|264|5492|7502|5363|8934|5612|6055|9824|630|3613|1114|148|2307|1961|5657|8932|3689|8254|8041|4608|1608|7667|8583|1188|6722|9672|7589|9985|1368|505|8737
2336|5137|3633|5383|4558|6765529|5422|1455|6081|2719|7480|3405|4382|24|5829|1752|1730|5069|6045|4037|9201|5421|0.5|0.5|0.5|9738|6928|4193|5231|6467|8679|1751|5335|1443|9374|2634|3347|3467|7515|5817|5443|2598|9540|480|1779|3658|9868|7390|3007|3377|2040|8089|4977|6977|4904|4022|3237|4682
551|381|3017|4987|6953|9412754|2946|8784|6687|4345|1221|6561|7656|0|7469|542|9277|7506|7306|9542|398|42|0.5|0.5|0.5|4987|2706|759|4104|4869|1383|3350|3032|6139|1882|536|7986|6426|1397|9185|370|4756|5185|6357|5464|8469|2461|4192|1137|8431|6161|3437|9080|6842|1171|2911|1434|7302
8704|5819|6015|6737|9396|9016640|5810|8120|2357|7493|2533|8710|5052|12|4842|9147|7924|6459|4128|1345|5196|4796|0.5|0.5|0.5|781|484|4701|2802|3203|1807|2579|6599|8481|4823|1040|3403|7198|9181|6281|3077|2696|1887|726|5308|4446|1665|7422|9464|4478|3560|4340|1212|2006|5099|8517|8097|3211
2581|393|2023|9843|2634|5727169|8368|6519|6181|3352|2299|681|1394|1|3558|3737|2219|6241|2847|5107|7417|1335|0.5|0.5|0.5|3161|4805|6657|325|2225|2692|6964|3726|3818|730|4485|7804|9360|2924|4877|994|9662|645|4988|7565|5331|8198|734|7690|7802|957|7328|3758|6589|6903|6451|9897|4677
5407|7167|281|7442|9897|6349216|5375|1660|7902|5062|6249|3597|6863|6|2372|4633|6885|7464|8278|5191|8352|8598|0.5|0.5|0.5|686|9534|1041|1627|3727|3121|8920|5714|3789|7937|2388|3342|2035|2037|507|3497|2261|7917|6556|1583|8228|202|8656|2789|2687|3845|9703|7559|5762|7858|7588|928|3925
9604|8474|2175|2861|6834|73992|9158|3742|9655|242|2795|1233|427|20|4517|2809|6971|4517|6816|7466|9568|2220|0.5|0.5|0.5|527|750|2766|9629|3105|6797|9853|645|8149|6852|3434|2690|6153|9989|289|7369|2324|5138|2067|7402|1243|1793|559|2686|6427|8405|1133|9744|6073|9116|1146|1596|1148
3715|635|43|9671|1690|1727512|7438|5945|1407|2408|8833|5660|7500|15|6998|1189|1788|4128|2135|3458|7289|9193|0.5|0.5|0.5|6814|1300|2043|8592|4319|6414|8381|9986|721|7146|7545|3650|8354|6748|9719|3055|7009|10|6883|1432|8699|6424|550|8038|933|1738|8517|7505|1626|3351|1033|5252|5632
7421|6773|4066|8601|8828|4178493|316|7847|9162|8045|5580|73|7821|22|920|1280|4520|7757|6866|9628|7385|7342|0.5|0.5|0.5|2897|7289|9014|2261|2230|4248|7975|2790|6048|8113|5787|6881|3839|5727|718|6201|9423|8377|82|2781|4581|4934|4963|2089|9891|2417|4286|4733|1030|4114|8804|8607|4001
